INSTNM,CITY,STABBR,ZIP,INSTURL
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,91411,www.mariancollege.edu
Brown College-Brooklyn Center,Brooklyn Center,MN,55430, Accrediting Council for Independent Colleges and Schools
Milan Institute-Las Vegas,Las Vegas,NV,89106-4031, National Accrediting Commission of Career Arts and Sciences
Virginia College-Savannah,Savannah,GA,31419-2371,www.vc.edu/campus/savannah-georgia-college.cfm
Virginia College-Columbus,Columbus,GA,31904-9001,www.vc.edu/college/columbus-georgia-colleges.cfm
Donna's Academy of Hair Design,Smithville,MO,64089-9042,www.donnashairacademymo.com
New York School of Esthetics & Day Spa,Tarrytown,NY,10591-3232,www.newyorkschoolofesthetics.com
Panache Academy of Beauty,Baraboo,WI,53913-2596,panacheacademyofbeauty.com
ASI Career Institute,Turnersville,NJ,08012-1043,ASI.edu
Chicago School for Piano Technology,Chicago,IL,60612-1630,pianotechschool.com
Midwest Technical Institute-Ridgeland,Ridgeland,MS,39157-6027,deltatechnicalcollege.com/
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,www.christinevalmy.com
City College-Hollywood,Hollywood,FL,33024-4045,www.citycollege.edu
Paul Mitchell the School-Arlington,Arlington,TX,76018-6032,school.paulmitchell.edu/arlington-tx/
Rocky Mountain University of Health Professions,Provo,UT,84606-7312,www.rmuohp.edu
MediaTech Institute-Oceanside,Oceanside,CA,92054-5116,www.mediatech.edu
Christie's Education,New York,NY,10036-8002,www.christies.edu
Prince Institute-Great Lakes,Schaumburg,IL,60173-4908,www.princeinstitute.edu
Palmetto Beauty School,Spartanburg,SC,29307-1424,www.palmettocosmo.com
Paul Mitchell the School-Fort Myers,Fort Myers,FL,33913,fortmyers.paulmitchell.edu
Paul Mitchell The School-Raleigh,Raleigh,NC,27612-7358,raleigh.paulmitchell.edu
Stella and Charles Guttman Community College,New York,NY,10018-2602, New York State Board of Regents and the Commissioner of Education
Lil Lou's Barber College,Gary,IN,46409-2645,www.lillousbarbercollege.com
Bryan University,Columbia,MO,65201-8248,www.bryanu.edu
Virginia College-Tulsa,Tulsa,OK,74105-5623,www.vc.edu/college/tulsa-oklahoma-colleges.cfm
Criswell College,Dallas,TX,75246-1537,www.criswell.edu
Virginia College-Knoxville,Knoxville,TN,37918-2472,www.vc.edu
Columbia Academy of Cosmetology,West Columbia,SC,29169-5911,columbiaacademyofcosmetology.com
Academy of Couture Art,Beverly Hills,CA,90211,www.academyofcoutureart.edu/
Global Institute,Caguas,PR,00725-6485,globalcaguas.com
Shear Learning Academy of Cosmetology,Decatur,IL,62523-1208,www.shearlearning.com
University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,78560-4018,www.ucastx.com
Preferred College of Nursing-Van Nuys,Van Nuys,CA,91401-1442,www.pcnvannuys.com
Bryant & Stratton College-Akron,Copley,OH,44321-2798,www.bryantstratton.edu
Annenberg School of Nursing,Reseda,CA,91335-5426,www.asn.edu
American Medical Academy,Miami,FL,33186-4830,WWW.AMA.EDU
Chamberlain College of Nursing-Georgia,Atlanta,GA,30342-1556,www.chamberlain.edu
Chamberlain College of Nursing-Indiana,Indianapolis,IN,46240-2158,www.chamberlain.edu
Carrington College-Mesquite,Mesquite,TX,75150-6509, Accrediting Council for Independent Colleges and Schools
Sessions College for Professional Design,Tempe,AZ,85281,www.sessions.edu
Virginia College-Shreveport Bossier City,Bossier City,LA,71111,www.vc.edu/campus/shreveport-louisiana-college.cfm
Strayer University-Wisconsin,Milwaukee,WI,53214-1373,www.strayer.edu/wisconsin/milwaukee
Strayer University-Indiana,Indianapolis,IN,46240-6443,www.strayer.edu/indiana/north-indianapolis
Tulsa Welding School-Jacksonville,Jacksonville,FL,32216-3634,www.weldingschool.com
Regency Beauty Institute-Hoover,Hoover,AL,35244-0000,www.regency.edu
Regency Beauty Institute-San Antonio,San Antonio,TX,78216-0000,www.regency.edu
Regency Beauty Institute-Carrollwood,Tampa,FL,33609-0000,www.regency.edu
Regency Beauty Institute-Clearwater,Clearwater,FL,33763-0000,www.regency.edu
Regency Beauty Institute-Newport News,Newport News,VA,23609-0000,www.regency.edu
Regency Beauty Institute-Lewisville,Lewisville,TX,75067-0000,www.regency.edu
Regency Beauty Institute-Dallas,Dallas,TX,75244-0000,www.regency.edu
Regency Beauty Institute-Plano,Plano,TX,75075-0000,www.regency.edu
Empire Beauty School-Virginia Beach,Virginia Beach,VA,23462-6779,www.empire.edu
Sanford-Brown College-Columbus,Columbus,OH,43231-7661, Accrediting Council for Independent Colleges and Schools
Ross Medical Education Center-Morgantown,Morgantown,WV,26505-1875, Accrediting Commission of Career Schools and Colleges
Paul Mitchell the School-Ogden,Ogden,UT,84401,ogden.paulmitchell.edu/
CollegeAmerica-Colorado Springs South,Colorado Springs,CO,80906-5554,collegeamerica.edu
Everest Institute-Bensalem,Bensalem,PA,19020-2062,bensalem.everestinstitute.edu/
Golf Academy of America-Farmers Branch,Farmers Branch,TX,75234-8906,golfacademy.edu
Utah College of Massage Therapy-Dallas,Richardson,TX,75801-4848,www.texasmassagetherapy.com
Miami Ad School-New York,Brooklyn,NY,11201-1128,www.miamiadschool.com
Lacy Cosmetology School-West Ashley,Charleston,SC,29407-4605,www.lacyschools.com
Dade Medical College-West Palm Beach,West Palm Beach,FL,33415-7510,www.dademedical.edu
Dade Medical College-Jacksonville,Jacksonville,FL,32225-8116,www.dademedical.edu
WestMed College,San Jose,CA,95128-2541, Accrediting Commission of Career Schools and Colleges
WestMed College,Merced,CA,953409165, Accrediting Commission of Career Schools and Colleges
Larry's Barber College,Chicago,IL,60628-2322,www.larrysbarbercollege.com
Futura Career Institute,Hialeah,FL,33012-3325,www.futuracareerinstitute.net
Access Careers,Brooklyn,NY,11201-5826,www.accesscareers.edu
Flair Beauty College,Canyon Country,CA,91351-3381,flairbeautycollege.com/fbc
Eternity Cosmetology School,West Palm Beach,FL,33415-5719,www.eternitycschool.com
Tri-State Institute of Hair Design,London,KY,40744,tristatehairschool.com
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,78201-5035,voguebeautycollege.com
Vogue College of Cosmetology,San Antonio,TX,78238-4402,voguebeautycollege.com
Tomorrow's Image Barber Academy of Virginia,Newport News,VA,23602-5532,www.tomorrowsimage.com
Excel Learning Center,El Paso,TX,79907-1400,www.excel.edu
Excel Learning Center,El Paso,TX,799064951,http://www.excel.edu
Excel Learning Center,Austin,TX,787523733,http://www.excel.edu
College of International Esthetics Inc,Arvada,CO,80002-3754,www.internationalesthetics.com
Medical Allied Career Center,Santa Fe Springs,CA,90670-4710,www.medicalalliedcareercenter.com
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,NULL
Long Island Barber Institute,Hempstead,NY,11550-6317,www.libarberinstitute.org/#
Toni & Guy Hairdressing Academy-Toledo,Toledo,OH,43615-1731,www.toniguyacademy.com
American Institute of Medical Sonography,Las Vegas,NV,89146-0383,aimseducationmanagement.com
Curve Metric School of Hair Design,Elmwood Park,IL,60707-1118,curvemetric.com
Athena Career Academy,Toledo,OH,43615,www.athenacareers.com
Yeshiva Gedolah Zichron Leyma,Linden,NJ,07036-3905,NULL
The Barber School,Midvale,UT,84047-3723,www.thebarberschool.com
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977-1912,NULL
RGV Careers,Pharr,TX,78577-2106,www.rgvcareers.edu
Alexander Academy,Fitchburg,MA,01420-0000,www.alexanderacademy.com
LeMelange Academy of Hair,Napa,CA,94558-2935,lemelangeacademy.com
Aveda Institute-Tucson,Tucson,AZ,85719-4876,www.avedaschooltucson.com
Velvet Touch Academy of Cosmetology,Nampa,ID,83687-5020,www.velvettouchacademy.com
Ambiance Beauty & Barber Academy Inc,Melbourne,FL,32935-8771,www.ambiancebeautyacademy.com
Diamond Beauty College,El Monte,CA,91733-2180,www.diamondbeauty.edu
NCP College of Nursing-South San Francisco,South San Francisco,CA,94080-1005,www.ncpcollegeofnursing.edu
University Academy of Hair Design,Northport,AL,35476-3100,www.uahairdesign.com
Florida Institute of Recording Sound and Technology,Orlando,FL,32804-3309,www.first.edu
New Dimensions Beauty Academy Inc,Parker,CO,80138-9801,www.newdimensionsbeauty.com
Jolei's Hair Institute,Olanta,SC,29114-9337,www.jhisoc.com
Paul Mitchell the School-Reno,Reno,NV,89501-3356,reno.paulmitchell.edu/
Boise Barber College,Boise,ID,83704-5919,boisebarbercollege.com
Austin Kade Academy,Idaho Falls,ID,83404-5540,www.austinkade.com
Aesthetic Science Institute,Latham,NY,12110-1095,www.aestheticscienceinstitute.edu
Elaine Sterling Institute,Sandy Springs,GA,30342-2633,www.elainesterling.com
Wade Gordon Hairdressing Academy,Amarillo,TX,79121-0548,www.wadegordonacademy.com
Mitsu Sato Hair Academy,Overland Park,KS,66212-1457,www.msha.biz
SAE Institute of Technology-Los Angeles,Los Angeles,CA,90028-7219,www.sae.edu
SAE Institute of Technology San Francisco,San Francisco,CA,941071303,http://sae.edu
Florida Vocational Institute,Miami,FL,33155-3762,www.fvi.edu
SAE Institute of Technology-Atlanta,Atlanta,GA,30303-1736,www.sae.edu
Academy di Firenze,Jerome,ID,83338-2329,academydifirenze.com
SAE Institute of Technology-Miami,North Miami Beach,FL,33160-4307,www.sae.edu
Colorado State University-Global Campus,Greenwood Village,CO,80111-0000,csuglobal.edu
Paul Mitchell the School-Overland Park,Overland Park,KS,66212,overlandpark.paulmitchell.edu/
Medspa Academies,South Jordan,UT,84095-3519,www.nima.edu/
Brighton Institute of Cosmetology,Brighton,MI,48116-8360,www.brightoninstitute.net
Strayer University-Minnesota,St. Louis Park,MN,55426-1723,www.strayer.edu/minnesota/minneapolis
Strayer University-Bloomington Campus,Bloomington,MN,554311411,http://www.strayer.edu/minnesota/bloomington
Strayer University-Illinois,Chicago,IL,60606-4032,www.strayer.edu/illinois/chicago
Strayer University-Schaumburg Campus,Schaumburg,IL,601735081,http://www.strayer.edu/illinois/schaumburg
Strayer University-Downers Grove Campus,Downers Grove,IL,605151169,http://www.strayer.edu/illinois/downers-grove
Strayer University-Aurora Campus,Aurora,IL,605066220,http://www.strayer.edu/illinois/aurora
West Coast University-Dallas,Dallas,TX,75247-3900,westcoastuniversity.edu/campuses/dallas.html
Stevens-Henager College-St George,St. George,UT,84790-2111,www.stevenshenager.edu/locations/st-george
National American University-Bellevue,Bellevue,NE,68123-1065,www.national.edu/locations/bellevue-ne
National American University-Burnsville,Burnsville,MN,55337-2548,www.national.edu/locations/burnsville
National American University-Mesquite,Mesquite,TX,75150-5628,www.national.edu/locations/mesquite
Empire Beauty School-Savannah,Savannah,GA,31406-2455,www.empire.edu
Ogle School Hair Skin Nails-Denton,Denton,TX,76205-7534,www.ogleschool.com
Empire Beauty School-West Greensboro,Greensboro,NC,27407-2693,www.empire.edu
California College San Diego,National City,CA,91950-7924,www.cc-sd.edu
California College San Diego,San Marcos,CA,92069-2971,www.cc-sd.edu
Old Town Barber College-Topeka,Topeka,KS,66601-0000,midwestbarbercollege.com
Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,08225-1265,www.jolieacademy.com
Hays Academy of Hair Design,Salina,KS,67401-0000,haysacademy.com
Bellus Academy,Manhattan,KS,66502-2838,www.bellusacademy.edu
Cortiva Institute-Seattle,Federal Way,WA,98003-5475,www.cortiva.com
MotoRing Technical Training Institute,East Providence,RI,02914-5022,mtti.edu
Leon Studio One School of Hair Design & Career Training Center,North Tonawanda,NY,14120-5922,leonstudioone.com
Columbia College,Centreville,VA,20121-2342, Council on Occupational Education
NCP College of Nursing-Hayward,Hayward,CA,94541-7026,ncpcollegeofnursing.edu
ITT Technical Institute-Philadelphia,Philadelphia,PA,19106-3324,www.itt-tech.edu
ITT Technical Institute-Marlton,Marlton,NJ,08053-3102,www.itt-tech.edu
ITT Technical Institute-Germantown,Greenfield,WI,53220,www.itt-tech.edu
ITT Technical Institute-Grand Rapids,Wyoming,MI,49519,www.itt-tech.edu
ITT Technical Institute-Southfield,Southfield,MI,48076-3716,www.itt-tech.edu
ITT Technical Institute-West Palm Beach,West Palm Beach,FL,33409-5180,www.itt-tech.edu
ITT Technical Institute-Salem,Salem,OR,97306-1905,www.itt-tech.edu
ITT Technical Institute-Indianapolis East,Indianapolis,IN,46219-1794,www.itt-tech.edu
ITT Technical Institute-Douglasville,Douglasville,GA,30135-2371,www.itt-tech.edu
ITT Technical Institute-Overland Park,Overland Park,KS,66213-1106,www.itt-tech.edu
ITT Technical Institute-Springfield,Springfield,IL,62704-5373,www.itt-tech.edu
ITT Technical Institute-West Chester,Norwood,OH,45212,www.itt-tech.edu
University of Phoenix-McAllen Campus,Mission,TX,78572-1578,www.phoenix.edu
Pennsylvania State University-World Campus,University Park,PA,16802-1503,www.worldcampus.psu.edu/
Medical Career Institute,Ocean,NJ,7712,www.medicalcareerinstitute.net
Advance Beauty Techs Academy,San Jacinto,CA,92583-6572,WWW.ABT-ACADEMY.NET
Longs Peak Academy,Longmont,CO,80501,longspeakacademy.com
Brand College,Glendale,CA,91203,brandcollege.edu
Hinton Barber College,Vallejo,CA,94590,hintonbarber.com
Advanced Career Institute,Visalia,CA,93291,www.advanced.edu
Digital Film Academy,New York,NY,10036,www.digitalfilmacademy.edu
MyComputerCareer.com-Raleigh,Raleigh,NC,27606,www.mycomputercareer.com
South University-Austin,Austin,TX,78729,www.southuniversity.edu
South University-Cleveland,Cleveland,OH,44128,www.southuniversity.edu/cleveland.aspx
Bryant & Stratton College-Online,Orchard Park,NY,14127,www.bryantstratton.edu
Virginia College-Florence,Florence,SC,29501,www.vc.edu
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216,www.ogleschool.edu
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022,www.etowndegrees.com/
Fortis College-Cutler Bay,Cutler Bay,FL,33157,www.fortis.edu
Anamarc College-El Paso East,El Paso,TX,79936,anamarc.edu
Ideal Beauty Academy,Louisville,KY,40223,idealbeautyacademy.net
Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN,55447,www.msccollege.edu
Mercyhurst University-North East Campus,North East,PA,16428,northeast.mercyhurst.edu/
Warner Pacific College Adult Degree Program,Portland,OR,97266,www.warnerpacific.edu/adult-degrees/adult-degree-program
Platt College-Riverside,Riverside,CA,92507,www.plattcollege.edu
Savannah Law School,Savannah,GA,31401,www.savannahlawschool.org/
Empire Beauty School-Glen Burnie,Glen Burnie,MD,21061,www.empire.edu
Everest College-Woodbridge,Woodbridge,VA,22192,www.everest.edu/campus/woodbridge?
International School of Cosmetology-Toni & Guy Hairdressing Academy,Scottsdale,AZ,85250,toniguy.com/academy/scottsdale_beauty_school/default.aspx
InterCoast Career Institute-Salem,Salem,NH,3079,www.intercoast.edu/
National College-Canton,Canton,OH,44718,www.national-college.edu/locations/stark-county-oh/
Vatterott College-Fairview Heights,Fairview Heights,IL,62208,www.vatterott.edu
Ross Medical Education Center-Dayton,Dayton,OH,45424,www.rosseducation.edu
Ross Medical Education Center-Ontario,Ontario,OH,44906,www.rosseducation.edu
Ross Medical Education Center-Bowling Green,Bowling Green,KY,42104,www.rosseducation.edu
Florida Institute of Technology-Online,Melbourne,FL,32901,www.fit.edu
Rasmussen College-Kansas,Topeka,KS,66606,rasmussen.edu
Rasmussen College - Overland Park,Overland Park,KS,662102786,http://rasmussen.edu
Columbia Institute,Silver Spring,MD,20906-4503, Council on Occupational Education
School of Missionary Aviation Technology,Ionia,MI,48846,www.smat.edu
Ace Cosmetology and Barber Training Center,Wolcott,CT,6716,acecosmetologybarbertraining.com
Manthano Christian College,Westland,MI,48185-1919,www.manthanochristian.org
California Miramar University,San Diego,CA,92126, Distance Education Accrediting Commission
Rocky Vista University,Parker,CO,80134,www.rockyvistauniversity.edu
Virginia College-Greensboro,Greensboro,NC,27406,NULL
The College of Health Care Professions-Dallas,Dallas,TX,75243-1188,www.chcp.edu/
The College of Health Care Professions-Fort Worth,Fort Worth,TX,76137-5021,www.chcp.edu
Shear Finesse Hairstyling Academy,Jacksonville,FL,32208,shearfinessehairacademy.com
Academy of Salon Professionals,Sedalia,MO,65301,academyofsalonprofessionals.com/Home_Page.html
CyberTex Institute of Technology,Austin,TX,78752,cybertex.edu
UEI College-Santa Cruz,Santa Cruz,CA,95065,www.ueicareers.com
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,6068,www.nettts.com
Gemini School of Visual Arts & Communication,Cedar Park,TX,78613,Geminischool.com
Paul Mitchell the School-Woodbridge,Woodbridge,VA,22192,woodbridge.paulmitchell.edu/
College of the Muscogee Nation,Okmulgee,OK,74447-0917,www.mvsktc.org
The Salon Professional Academy-Huntsville,Huntsville,AL,35816,www.huntsvilletspa.com
Midwives College of Utah,Salt Lake City,UT,84106,www.midwifery.edu/
Aspen Beauty Academy of Laurel,Laurel,MD,20724,www.aspenlaurel.com
M T Training Center,Grand Prairie,TX,75150-5153,mttrainingcenter.org
Berks Career & Technology Center,Leesport,PA,19533-9112,www.berkscareer.com
Future Generations Graduate School,Franklin,WV,26807-0000,www.future.edu
Carthage R9 School District-Carthage Technical Center,Carthage,MO,64836-1332,www.carthage.k12.mo.us/tc/
Grace Mission University,Fullerton,CA,92833-3860, Transnational Association of Christian Colleges and Schools Accreditation Commission
World A Cuts Barber Institute,York,PA,17401-1105,www.worldacuts.com
PCCTI IT and Healthcare,Oak Brook,IL,60523-1234,WWW.PCCTI.COM
